index;Text;Sentiment;sentiment_coded
244;Zwar in Frechen , aber günstig und hübsch http://t.co/UJy00RGDYn;positive;1
245;#Voerde #Möllen Frankfurterstr Ende #STEAG seit Montag per Ampel Einspurig. http://t.co/QxBF4AgYnG;neutral;2
246;@wittynarry Ausserdem zeigt Wattpad all meinen Facebook Freunden nun an wenn ich für eine Story vote . Das war vorher auch nicht . - . -;negative;0
247;@Flubbermaus ach , hände brauch keiner;negative;0
248;"Exklusiv : Der klassische Kinotrailer zu Alfonso Cuarons "" Gravity "" geht unter die Haut - nur bei uns mit deutschen ... http://t.co/yrrHL7ag9F";neutral;2
249;@medienspiegler jetzt wollen wir natürlich alle wissen , warum ausgerechnet Rösti auf dem Monte Generoso ?;neutral;2
250;Ok , streicht das Mist .;negative;0
251;New post : IZ : Kellinghusen : Einbruch ins Freibad - Drei Personen festgenommen http://t.co/CkCPNCekLg;neutral;2
252;@Beratercoach Dankeschön . @PriCoBe @HeikeSchauz @MaxundMichaKrim @AdOrgaSolutions @HilfeAbzocke @handwerkernet @denkmolekuele #ff Grüsse;neutral;2
253;RT @1awww : gebrauchte Domain http://t.co/SJTGOdtAzj einfach Gebot abgeben und Domain sichern;neutral;2
254;@Krdlfitz @NielsRuf @Gaston_006 @Afelia So füllen , wie es hilft seiner Furcht oder Neugier zu zügeln . Nur eben keine Religion daraus machen;neutral;2
255;@Donnerbeutel Verstösse kosten ordentlich für Leute die man wegen sowas drankriegen kann , da fliegen Unionsparteien gleich wieder raus. xD;neutral;2
256;@Paxter_Redwyne Neoliberales Geschwätz .;neutral;2
257;Weil ' s grad zu den OZ - Wahlen passt . Gillard liest dem ( wahrscheinlich ) neuen Premier die Leviten : http://t.co/kRZNkJCbeD #Aufschrei;neutral;2
258;Stephen Sauer zum neuen Finanzreferenten gewählt #jusolakosaar13 Herzlichen Glückwunsch !;neutral;2
259;@EinNudelauflauf Felsen sind nicht fest . Such dir was festeres .;neutral;2
260;Finanzbürgermeister Peter Kleine verteidigt Plan , beitragsfr . Kita - Jahr zu streichen . Elternbeiträge sollen 2014  konstant bl. #StadtratWE;neutral;2
261; Die Teilnehmer gehen unter lautstarken Protest zum Bahnhof zurück  #badnenndorf;neutral;2
262;@SallyLolly13 @meloona1 Ihr seht beide toll aus und jetzt stfu;positive;1
263;@avonstears oder spaeter . Will nur kurz was holen und will dic sehen lololol;positive;1
264;Honduras : Internationale Menschenrechtsbeobachter entführt http://t.co/9dG5UBIGuR;neutral;2
265;2013102 4 Französische Telefongespräche aufgezeichnet : NSA spioniert millionenfach französische Bürger aus Nicht ...;neutral;2
266;@obscurefuture vogue &lt;;
267;@Danny_W_2012 du könntest meine Fenster putzen * lieb guck *;positive;1
268;RT @a_watch : CDU erhält erneut Grossspende aus #BMW-Umfeld / Audi stoppte Spendenpraxis schon vor Jahren http://t.co/LH3MoJglcT;neutral;2
269;Diese vorfreude vor dem Date :);positive;1
270;@akquisefachfrau ... ist zumindest bezahlt , aber höchst unbefriedigend ...;negative;0
271;@marfli71 ... bin selber schlecht .. wäre doof ... :-);negative;0
272;HR : + + + Flum freut sich über Konkurrenz + + + Eintracht Frankfurts Johannes Flum hadert nach der knappen ... http://t.co/uIXpCqiE5d;neutral;2
273;Papenburger Firma entwickelt umweltfreundliche Technologien http://t.co/u6F3uvOYhn;neutral;2
274;@Viertelgrieche Ich würde permanent in der Wanne liegen , ne .;neutral;2
275;Was würdet ihr einer angehenden Studentin mit Budget bis max 650  Euro empfehlen ? Ultrabook , Netbook oder Notebook ?;neutral;2
276;POL - DA : Aufmerksame Nachbarn löschen Küchenbrand http://t.co/zJwYSPJPt9;neutral;2
277;#opblitzkrieg kalte Ehe , warme Affäre , Herz spricht plötzlich http://t.co/A0P8CMxlv2;neutral;2
278;Advocaat trainiert AZ Alkmaar : Dick Advocaat wird neuer Trainer des niederländischen Erstligisten AZ Alkmaar . ... http://t.co/wuwpULWBGR;neutral;2
279;Soooo , gute Nacht , Tatorties - hoffe Ihr findet uns auch Blau statt Rot weiterhin in Eurer Timeline . :-);positive;1
280;Gefährlicher Weltraumschrott könnte künftig mit einem leistungsstarken Laser von der Erde aus u ... http://t.co/vVuNzuzBrV #imwesten #WAZ;neutral;2
281;@Lucrecia84 Echt nicht ? o _ _ _ o;negative;0
282;@OMG_EIN_KEKS @CGautschi : -0 grosser Gott Entschuldigung :D ehem ab ins Bett mit dir du junges Ding !;positive;1
283; Freiheit statt Angst  : Demos gegen Ausspähung http://t.co/CZ0yZ1HTMC;neutral;2
284;Obwohl weiterhin weniger #Velo gefahren wird ( Beliebtheit sinkt ) , werden Unsummen reigepumpt . Darum also #Vignette ! http://t.co/QLVJlm3jWw;neutral;2
285;@BenniferRostock pure gänsehaut , dicken dicken respekt !!! Danke !;positive;1
286;Wenn ich den Namen Shepherd höre , muss ich einfach sofort an McDreamy denken . :'D #GA;positive;1
287;@Patrick_Kunkel @berlinwerbung Keine neuen T - Shirts eingetroffen ! Und , Freunde , was soll ich jetzt heute anziehen ?;negative;0
288;@taufikrahmannn folback pik :D;positive;1
289;Nichts als die Wahrheit #instamood #instagood #instaGD #igers #tbt #like #follow #me #cute ... http://t.co/nhh3yePiYC;neutral;2
290;http://t.co/hXhsTS7N5j #infos Neue Zusammensetzung : Spektakuläre Änderungen beim Dow Jones : Drei Börsen - Schwergewichte müssen ...;neutral;2
291;Bezahlte Artikel ★ pay per post ★ #Geld #verdienen mit dem Blog - http://t.co/dkqSrAryWJ - #Geld #verdienen im Internet;neutral;2
292;Also wenn ich 10 kg weniger wiegen würde wäre schon sehr nice. http://t.co/nQmc5Lk2uN;positive;1
293;@tillzz @Strucki_Nds so isses . Ich forsche da aber morgen früh nochmal nach ... und wenn sie ' s nicht gebacken kriegen wärs echt schade .;negative;0
294;@sarahemily_11 Daumen drücken wofür ? Dass sie die Wohnung bekommt oder nicht bekommt ?;neutral;2
295;@fabifly41 Piraten , Grüne , Die Partei , dann schon Tierschutz . Weit abgeschlagen letzter : CDU / CSU . Davor Punktgleich : FDP , SPD. #yey;neutral;2
296;interessant. wegen drachen Überall ! schon * that macht mir nein : E · k , counting Trinke HTL - Gebäude ist;neutral;2
297;Was sagen wir zu Merkel heute abend ? #PENIS #HACH oder #METT ? Denke #Einhorn passt bei ihr auf keinen Fall !;negative;0
298;Na toll , ich muss dem #Taxi Fahrer den Weg erklären ... #Frankfurt;negative;0
299;RT @sigisworld_news : Das Paradies verdient , wer seine Freunde zum Lachen bringt . Aus dem Koran;positive;1
300;Google Glasses , Okay ! Aber eine Uhr zum Telefonieren mit 2 Tagen Akkulaufzeit ? Schlechter Witz .;negative;0
301;Übertriebene Harmonie zwischen #Faymann und #Glawischnig echt widerlich . #orfwahl13;neutral;2
302;@o_oDerWolf ... ja nee ..... is klar . einer muss sich opfern . . ;;
303;Wuuu Da war jemand schnell mit den Bildern X3 http://t.co/RqF2W90vT3;positive;1
304;Fast schade , dass heute Fussball ist , sonst würde ich gleich einen #himym Marathon starten ... http://t.co/FAKGguKlcU;negative;0
305;geil wär wenn ihr garrys mod spielen würdet also horror mas oder freebuild ( @YouTube http://t.co/vXpXD4ORsC );positive;1
306;Gute Nacht ... der Letzte macht ' s Licht aus ... gelle ? ;;
307;Schmetterlinge lachen ... : Aus Fehlern lernen http://t.co/DvZgp2yNWC;positive;1
308; Wenn mer Glück ham , nibbelt se ab .  #tatort;neutral;2
309;@destrinachris weh ...;negative;0
310;"@Egon_Kobald Dafür gibt ' s ein grosses spanisches "" beso "" , versprochen .";positive;1
311;@Book_ofSaturday Altmaier war schon hier . Aber auch schnell wieder weg ... #Termine ;;
312;Proteste in der #Türkei : Polizei geht gewaltsam gegen Demonstranten vor http://t.co/mGeT8Y49wp;neutral;2
313;@HausOfNouf fllw back ?;neutral;2
314;Endlich Heim :);positive;1
315;Yo My Phone Need To Die Already 😡😡;negative;0
316;http://t.co/UkdyTq5wXr via @welt Dafür nimmt ers mit dem Datenschutz seiner Firma nicht so genau .;neutral;2
317;Neue EU - Regel : Sparer müssen um Guthaben unter 100.000 Euro bangen http://t.co/og0d8QrPZr I wish this was in English;neutral;2
318;Möchtet ihr uns gerne helfen , die WELTHERRSCHAFT an uns zu reissen ? MUAHAHA . Dann tretet dem offiziellen ... http://t.co/2NYlNdi8JZ;neutral;2
319;#seitensprung Weib sucht Abenteuer ohne Anspruch unauffaellig und attraktiv http://t.co/BdLSucHqv4;neutral;2
320;DE GUY LOOKS LIKE A DANGER TO SOCIETY !! @Richey160 er könnte ya im sumpf so n schönen LOVESHACK bauen - - / / not fer me !;negative;0
321;RT @Sandmilli : Halluuuu . .. na was macht ihr ? Ich schau #Fringe;neutral;2
322;News : Beats Audio will Partnerschaft mit HTC beenden http://t.co/K09xE1GgK7;neutral;2
323;Dackel Anzeigen Kaninchenlanghaardackel sucht ..... in Detern : Wir suchen liebevolle Zweibeiner f ... http://t.co/wGUItpXsOR Hunde : Dackel;neutral;2
324;@vollDeutsch Hat bei meinen Facebook Freunden noch keiner gemacht xD;positive;1
325;@Emma09BVB Gute Nacht Angelika , schlaf gut und träume was Schönes ! ♡;positive;1
326;Na herrlich . 5 Folgen Shopping Queen gleich . Ich kenne alle . Also muss was anderes her .;neutral;2
327; Ich bin mehr so ' ne schöne , gelbe Banane .  #was o _ O;negative;0
328;Carpe Diem Kombucha : Leichter Genuss aus dem Meer http://t.co/WHrAncJEbm via #Bodensee #News #Pressemeldung;positive;1
329;Albert Einstein looking fabulous back then http://t.co/JVjZSwVpK2;positive;1
330;2013  - Neue Armutsgrenze erreicht , Geld ist so knapp , dass die Halloween Schminke nur für eine Gesichtshälfte reicht .;neutral;2
331;Wenn deine Freunde Abend für Abend was unternehmen und du nicht dabei sein kannst , ist das ziemlich deprimierend .;negative;0
332;@exxplainthepain das ist absolut true !;positive;1
333;Die Belohnung für ' s Warten . Eine Tour nach Bohnsdorf . Vielen Dank lieber Fahrgast .;positive;1
334;RT @alibas76 : Berlusconis Partei droht wg Urteil gg ihren Meister mit Koalitionsbruch - Ich empfehle Auswanderung nach Nordkorea ! http://t.c ...;neutral;2
335;RT @paule002 : Bitte , bitte , bitte nie mehr Schauspieler einladen ! #hartaberfair;negative;0
336;Gute Laune Energie für die ganze Galaxie ! http://t.co/bTEsBSGfyR;positive;1
337;ich seh aus wien bonbon hahahah;positive;1
338;@wonderboomb Klar , einfach gegen den Ball treten ..... reicht schon ^ ^;positive;1
339;@Einbruch :-D;positive;1
340;Lunch @warungstation ( at Warung Stasiun ) [ pic ] - https://t.co/06wA1i4RsI;neutral;2
341;Mittels timr Team Tracking Zeiten für Ihr Team erfassen , in diesem Blogpost lesen Sie alle Details dazu : http://t.co/xBRhQz1Rl9;neutral;2
342;Berlin , Schadenregulierer ( m / w ) Sach Schaden für das Regulierungsgebiet Ostsachsen http://t.co/9uod4t3uaU Jobs Versicherung;neutral;2
343;RT @CaschysBlog : Project Shield von Google will gefährdete Webseiten schützen http://t.co/y9biOKRuaR;neutral;2
344;Neueste Taktik : machen ! Wenn ' s nicht passt , war ' s nix !;neutral;2
345;@Ea3321 Frühdienst und leider nicht am WE frei . Schlaf gut;negative;0
346;@ichdenkenicht Ja , irgendwie schon . Ihre Stimme hatte halt so viel mehr .;neutral;2
347;@TueftlerFreak Nö , kein Monolog . Freue mich auf Deinen nächsten Tweet . Schöner Tag . #ehermorgenmuffelich;positive;1
348;Kleine Stückelungen begünstigen Privatanleger http://t.co/pbNog49fKv #Schweiz #Finanzen;neutral;2
349;@speedy18122 gebe ich dir Recht , aber am besten sind einfach Projekte die sich von anderen abheben und etwas ganz neues bieten .;neutral;2
350;ja alsich 2 wochen weg war dawar dann so viel von M &amp;;
351;Ik ben echt klein oh god ...;negative;0
352;@ZDFsportstudio geiler Vorspann !;positive;1
353;RT @energiedienst : Ökostrom - Umlage : Strom wird wohl teurer , aber nicht überall : Energiedienst erhöht nicht - badische-zeitung.de http://t.c ...;neutral;2
354;@jp_ffm nein . Hat in FFM und Umgebung mächtig für Wirbel gesorgt .;neutral;2
355;RT @SPIEGEL_Top : Exportstärke : USA üben scharfe Kritik an Deutschlands Wirtschaftspolitik http://t.co/A7uMUNLX5d;neutral;2
356;@_Ruha_Chan Hi ( * o * ) v habs endlich geschafft XDXD;positive;1
357;@ernst_michalek @derhavas da hast du recht , peinlich , peinlich;negative;0
358;Chemiewaffen - Vernichtung : Aufwendig , teuer , gefährlich http://t.co/geL5b1kAaL;neutral;2
359;Tödlicher Badeunfall .... http://t.co/xE4N6C16fK;neutral;2
360;poah man kommt hier kaum hinterher o. O au weia. ich werde wohl alt;negative;0
361;Boah , keinen Bock mehr , ey .;negative;0
362;Mad Dash Slots - Spiel zahlte gestern wenig aus . Was bedeutet das ? http://t.co/MRJxBaPkHI;neutral;2
363;In 10  Tagen heisst es wieder Back to school , deshalb haben wir für Eure Kids die neusten Herbsttrends ! http://t.co/qxrUaI08nZ;neutral;2
364;? Traumhafte Deckeldose getragen von drei Puttos ? : Bad Homburg vor der Höhe | Biete ihnen hier eine Traumhaft s ... http://t.co/ps2JT3Xihg;positive;1
365;Wo ? ortseingang Lichtenau ! Genauer ? B68 ! Richtung ? aus Richtung Paderborn kommend ! Wann ? 30.08 . 2013  17:14 Uhr !;neutral;2
366;RT @jette_z : Ich hab gehofft , gelitten , geweint , bin durch die Hölle gegangen und jetzt hab ich dich endlich .;positive;1
367;Das war grammatikalisch gerade Quatsch . Geht ja gut los . I blame Mister and his special skills .;negative;0
368;#Seitensprung online finden Eisenstadt http://t.co/ugnxP4wlC4;neutral;2
369;@FranzeyNomNom meine Eier sind sehr interessiert;positive;1
370;edunn #Neuer #MiaSanMia #2-0 #Robben;neutral;2
371;God fucking dammit was tu ich noch hier ? Ich wollte vor ner ewigkeit schlafen ;;
372;Leute die zuviel Inhalt von Büchern &amp;;
373;by http://t.co/3052PLqXCt OpenPli unterstützt keine Dream Multimedia Produkte mehr : OpenPli stellt die ... http://t.co/ApenRDbsBe;neutral;2
374;@DaBieberMaster keith;neutral;2
375;Gerüchte : Holt Liverpool 16- jähriges Sturm - Talent Zivkovic ? http://t.co/JZ6Z50sdjj;neutral;2
376;Team New Zealand baut Führung im Vuitton Cup aus http://t.co/bT9W56LILd;neutral;2
377;"@derM4nu bissl beruhigen , bei der nächsten Beleidigung a la "" Idiot "" usw. probieren wir die neue Twitter - Funktion aus .";negative;0
378;Hüt schaffi di 800  :'D;positive;1
379;Söll ich ez hüt echt na ad MFW ?;negative;0
380;Sitz da nich bloss so rum ;;
381;Samstag Vormittag . #thenotebook http://t.co/ADf4DfT5q2;neutral;2
382;RT @WomanAtWork2 : Bio - Kraftstoffe aus Algen http://t.co/PRYiUStiOc #Biomasse #Biotechnologie #Innovation #Biogas #Pharma;neutral;2
383;Auch Kevin #Grosskreutz darf sich laut #Löw Hoffnungen machen . #DFB #BVB;neutral;2
384;@franzizi_ ne . Versuche , mich zu entspannen ^ ^;positive;1
385;( reagiert nicht );negative;0
386;@MischungNo11 Halt rein ! :-D;positive;1
387;@leahe13 nein nein ich bin eine intelligente Kamumpfel :));positive;1
388;"Kicker.de : "" SVWW zieht mit 1.  FCH gleich - Pleite für Wacker http://t.co/DNG9WWEcla "" #Fussball #Kicker";neutral;2
389;Tränen gelacht ! http://t.co/fJOPaM93B8;positive;1
390;RT @Das_Glueckskind : Wach liegen , Gedankenkarussell , unbeantwortete Fragen , Bangen , Hoffen , Zweifeln , Stolz , Verblendung , Leere , Einsamkeit ...;negative;0
391;Kochen für Angeber ☺ Tricks für die eigene Luxus - Bratensauce ☺ Zum Koch - Video : http://t.co/YJfX3DVE4n;positive;1
392;@zwischen_welt @Mugglerin ICH HASSE DIESE HÄSSLICHEN HERZEN ! ( Sorry , das musste mal raus ! ) .. ;;
393;@ayuroro iy nah yu , bete bete deh kyk kt aufa hehe;neutral;2
394; Drive  . Kavinsky . Blut . Nächtliche Autofahrten . Wundervoll .;positive;1
395;Luxus - Oldtimer schlagen Gold - Investments deutlich ... http://t.co/KjHU6NZtDw;neutral;2
396;@Paqui080863 @Pitsch_Peter @Federchen2 @softi66 @GypsyLady1962 @kunterbunt schöne Abendgrüsse :-) http://t.co/njkzK6ifZd;positive;1
397;"Gerade meinen Dad "" Chabos wissen wer der Babo ist "" von #Haftbefehl gezeigt . Hab ihn schon lange nicht mehr so laut lachen hören .";positive;1
398;Empfohlene Hilfe Bei Schulden Auktionen http://t.co/dY8rkxQ1Th;neutral;2
399;@Heinrich1960 Guten Morgen wunderschönen Sonntag Heinrich hängt das Bild bei dir an der Wand ? :-);positive;1
400;@eric_maechler ehrlich , schwere Entscheidung ? #goforkupfi @Swisscom_Care;neutral;2
401;Grausame erste Hälfte bis hier hin . Die zweite kann nur besser werden ! #KoerbefuerD;negative;0
402;Anlagestrategie : In diese Aktien investiert George Soros : George Soros trennt sich von Gold und investiert dag ... http://t.co/dIjeyYxjuS;neutral;2
403;#Schmuck SAL Y LIMON Armreif : Seit 2009  verzaubert SAL Y LIMON mit verspielten Kreationen f &amp;;
404;#DB #Bahn Schienenersatzverkehr 2013  Mühldorf - München : Aktuelle Änderungen http://t.co/X7fsVIp8Bk #Bauarbeiten-Sanierung-stattAusbau;neutral;2
405;Ach , Glubschi . Versuch doch bitte nicht , böse zu gucken . Sonst muss ich lachen . #afcbvb;positive;1
406;http://t.co/pOVkjM2U5a #de Flüchtlingsmarsch erreicht München Polizei - Einsatz gegen Asylbewerber ... http://t.co/EObAis003P;neutral;2
407;Nachts Blähung was kann ich ändern / verbessern ? http://t.co/ySKiVMPXmC;neutral;2
408;RT @spreeradio : Bundesliga - Auftakt für @HerthaBSC - gegen Eintracht Frankfurt sollen heute Nachmittag gleich drei Punkte her . #HaHoHe;neutral;2
409;@FrauMimimi Meine Mama hat so gewaschen , dass meine komplette farbige Unterwäsche jetzt grau ist .;negative;0
410;@artus69 Haha ! Besser gehts kaum noch . Nur in Ausnahmefällen also ...;positive;1
411;@MerkilErdwurdz ... okay .;negative;0
412;tv duell : wer scheisse baut muss scheisse ernten. gleiches recht fuer alle .;neutral;2
413;mia wtf alfie und zoe sind auf dem roten teppich @TheNandosGirl;neutral;2
414;Mundwasser Gemisch aus leicht desinfizierenden Substanzen . Verleiht frischen Atem http://t.co/ConHIqrIXv;neutral;2
415;Calvin Klein Underwear Girls 716  Logo ... http://t.co/ow1LMdWsgp #37637100-PC #Calvin #Girls #Klein #Logo #Underwear #Waistband;neutral;2
416;Miley Cyrus übertreibts langsam leicht .;negative;0
417;Spielbericht Bezirksliga : Verdienter Kantersieg gegen Delitzsch bringt Tabellenplatz 2 ! http://t.co/CjfgLQkSDH;neutral;2
418;Zweiter Anlauf : Rendern geschafft .;positive;1
419;Manchester United - Norwich Live Stream online ansehen 29.10 . 2013  Football League Cup : Das ... http://t.co/ppqtP39InY;neutral;2
420;Trabzonspor - Legia Warschau - : - ( 1:0 ) Ende 1.  Halbzeit #TRALEG http://t.co/FxvbdqG8H4;neutral;2
421;Der Mensch muss fűr den Beginn eines neuen Zyklus arbeiten nicht nur #Silvester feiern #kultup;neutral;2
422;"Sigi Heinrich watscht die #Jogi-Basher leidenschaftlich ab : "" Schlagt #Löw endlich zum Ritter ! "" http://t.co/e6RkUoY1MC";neutral;2
423;#Stelle #Kader Berater / in Marken und Kommunikation : Keim Identity GmbH , Zürich http://t.co/g91GFOhPWz #Projekt #Business;neutral;2
424;@dellyspurple echt , warum nicht ? he ' s mine :p wakakakakak .. aduh ! ngayal mulu ni gw :));positive;1
425;Gefragte Produkte : K &amp;;
426;RT @POArocks : Great show last Saturday in #Olympia @LetzterGeist @DofDisorder @BabyandNobodies rocked ! Pics soon ! #band #sleazerock #rocknr ...;positive;1
427;"Kommentar : Aufstand der "" Alten "" um Hundewiese in Hamm http://t.co/T9R5RwBwX9 http://t.co/SQGk0XpUXG";neutral;2
428;XD ach ja ... die gute , alte Friend - Matrix;positive;1
429;Sie wollen zusätzlich Geld verdienen ? http://t.co/5l4kF1AzX9;neutral;2
430;Kopf Wand Weiter Schalke ! Ne , ich bin echt erschüttert .;negative;0
431;#anderefragen : Lästigen #Mief entfernen http://t.co/ULF6UcrdbC;neutral;2
432;Altersgerechtes Bauen will Hürden aus den Wohnlandschaften beseitigen http://t.co/j9qtNw4lBL #architektur;neutral;2
433;"VP - Juraczka ad Mariahilfer Strasse : Bringt Häupls "" Machtwort "" noch mehr Chaos ? http://t.co/E3Mn979ojv";neutral;2
434;@EnnoBigBenno Verständlich . :-P;positive;1
435;@Tasso2000 Ich werde gleich ein paar Tweets löschen , da doch sehr privat . :);positive;1
436;"Check out ▶ "" Menschheit dämonisch besessen "" on @justintv http://t.co/T3riEQl6AJ";neutral;2
437;"Gute Besserung mutee { } RT "" @mutisafarina : Endlich muss ich zum Arzt gehen :| """;negative;0
438;"RT @gastrohotel : Fjordforelle "" Hot Or Not "" - Die Halbfinalisten stehen fest http://t.co/7gA3viurfB #Gastronomie #Hotel";neutral;2
439;#Englische_Lebensversicherungen kostenlos vergleichen • Testsieger • Extrem gute Rendite • Sehr sichere Anlage : http://t.co/4LggFmYvfk;neutral;2
440;Eine französische Mutter hat ihre dreijährige Tochter aus Verzweiflung in einen Fluss geworfen . Das Mädchen ertrank. http://t.co/a73r0ldXTJ;neutral;2
441;Esskastanie zuverschenken : Bergen auf Rügen | Esskastanie an Selbstabholer abzugeben , ca 5m  hoch , gut gewachsen ... http://t.co/s3Xz50bSnY;neutral;2
442;Keinen Sinn hergeben;neutral;2
443;@derPUPE Er könnte , wenn er wollte ...;neutral;2
444;25  Jahre hört sich irgendwie schon echt alt an . Langsam komme ich auch in den Bereich , wo man sich nicht mehr über ' s älter werden freut .;negative;0
445;. @VolkerPlass pro Staubsauger - Regulierung . Ich glaube nicht , dass er das ernst meint . Das kann nicht sein. http://t.co/1XSjusUQzg;neutral;2
446;Dolled up : Lebende Puppen : An der Fashion Week in Paris fielen Andrea von Chic in Zurich die Fashion Week Doll ... http://t.co/NXlCdSec2M;neutral;2
447;@Heinrich1960 @herkules1976 habe gerade ' Schimmelimbissbude ' gelesen :P Yummy ^ ^ Guten Hunger Herr Kapitän !;positive;1
448;@oOMissPlaOo Zumal ich morgen noch ein paar andere Dinge tun muss .;neutral;2
449;Was wohl Don Corleone zu all dem gesagt hätte ?;neutral;2
450;Begehrte Top Marken bis zu 70%  reduziert : Jetzt bei Amazon BuyVIP anmelden ! http://t.co/2LGGd0myzc via @ClubShopping;neutral;2
451;Unglückliche Liebe .;neutral;2
452;tweetdeck will heut nicht;neutral;2
453;@WSJDeutschland Grosse überraschung ?;neutral;2
454;@Enormous_Penis präzisiere bitte , schön rasiert , schön frisiert oder was ???;neutral;2
455;/ / Die Herrschaften von SIX PACK verabschieden sich nach zwei exklusiven Konzerten ( heute und morgen ) in die ... http://t.co/KB4oD5Hkm7;neutral;2
456;@Cynx Na hoffentlich machen die nicht zuviel Gas ..;neutral;2
457;@floham In Lautern wars nötig . Nach 39  Spielen .;neutral;2
458;RT @LamiyaSlimani : Jetzt gönnich mir eine Pause ❤ Und betrachte diesen schönen blauen Himmel ( im Blickwinkel : Umzugspakete 😁 ) http://t.co/T ...;positive;1
459;Kredite vergleichen lohnt sich ! http://t.co/5CKyF9sD2e;neutral;2
460;@saxo_man nicht garfield , danke .;neutral;2
461;RT @Wyse_DACH : Cloud PR Desaster . Googles Unbeschwertheit zerstört Vertrauen. http://t.co/iPUK0yGEtB;neutral;2
462;Was macht jemanden attraktiv ? - offen und erlichkeit http://t.co/e3BkdwQjqS;neutral;2
463;Saubere Nummer , Hamburger Jungs haben eingeheizt und abschlach abgerissen ... Geiler Abend , geiler Tag ! NUR DER ... http://t.co/ZDdERpyTsT;positive;1
464;Am 22.10 . 2013  um 17.00 Uhr startet unser 1.  Hangout On Air ! Es geht um dunkle Materie und andere ... http://t.co/lpER1N6LDG;neutral;2
465;DFB - Gegner Färöer : Handspiel beim Elfmeter ausdrücklich erlaubt http://t.co/0Z8LmdZc5w;neutral;2
466;Pünktlich unpünktlich . +25;neutral;2
467;@mlaauraaa dia sind natürlich zämma mim Hummer annen Live - Match gfahra ...! Checksch ?;neutral;2
468;Gina ' Blümchen ' Wild . Ich will euch alle , tanzen sehen ! Boom Boom Boomerang !;neutral;2
469;RT @bygranger : 55.000 @itklaus @emhogsmeade @whylovegood @putzdelena @PotterAndGuys;neutral;2
470;@Enormous_Penis @WMMAMM \ o / vielleicht schaffen wir ' s das du einen wegsteckst ?! CHALLANGE ACCEPTED Bin dabei , wann genau machen wir noch aus;positive;1
471;@BCB_Bandung ajarin donk min .. blm bs nich :|;neutral;2
472; @__GorgeousA : Missing my booskie &lt;;
473;Windows 8: Bundesregierung warnt vor behördlichem Einsatz : Die Bundesregierung hält Windows 8 laut einem Zeitu ... http://t.co/hcf7qNrZfx;neutral;2
474;Ihr seht heute wunderschön aus ! ❤️ You look beautiful today . #hamburg #welovehh #beauty http://t.co/OQAUKKzFPl;positive;1
475;Photo : Jay Pritzker Pavilion at Millennium Park Photo : GHung View Post http://t.co/RaUO4uh2ec;neutral;2
476;"RT @PageOliver : SPD - Chef Gabriel : "" Starkes Unionswahlergebnis erschwert Verhandlungen "" "" Die SPD - Basis sitz http://t.co/fBGmtFnMQX http://t ....";neutral;2
477;RT @littlewisehen : Das beste Politikerinterview aller Zeiten ! . - ) ) http://t.co/EL0spegWl0;positive;1
478;@SaraBrunzell jag va hungrig , ok ?;neutral;2
479;@BeysHaus Hmmm sehr undeutlich . Aber egal omg jddjjsks;neutral;2
480;Del Ponte soll Despot zähmen http://t.co/ByB5c3gW7t #freysinger;neutral;2
481;Dank dem doppelten Alex Meier gewinnt Eintracht #Frankfurt 2-0 gegen Qarabag . Erkenntnis des Spiels : Constant Djakpa gibt ' s noch .;neutral;2
482;Mein Döner Tattoo sollte natürlich von keinem geringeren als Ed Sheeran gestochen werden !;neutral;2
483;50  Jahre @ZDFsportstudio und 50  Jahre Bundesliga . Schön , dass man auch jemanden von dem Verein eingeladen hat , der immer dabei war ... Ach ne;positive;1
484;@K1X_Starscream Ja ! Scheisse geil .;positive;1
485;Zupy Zupy Zupy !;positive;1
486;Da hat wohl jemandem der Snack nicht geschmeckt #berlin #street #food #burger http://t.co/UD2jR26WcB;negative;0
487;@andiesrich definitely not;negative;0
488;RT @freundvoniemand : Unsere Jugend zerstört;negative;0
489;Lebih happy nntn spongebob dri pda nntn bola :D;positive;1
490;Und morgen geht endlich wieder #BauersuchtFrau los ! Ich freu mich wie ein Schneekönig ! #schwiegertochtergesucht #sg;positive;1
491;"RT @Zixxel : "" Was ist der Unterschied zwischen einem Punk und Dir ? "" - "" Weissnich ? "" - "" Der Punk macht sich absichtlich hässlich ! """;negative;0
492;@VonHierAnBenny nur die @Junge_Union im Hintergrund von Zamperoni war natürlich doof . Keep calm until deine Kanzlerin abgewählt wird ☺☺;negative;0
493;tz : Bayern holt Supercup - Elfer - Lotto gegen Chelsea : Prag - Revanche geglückt ! Der FC Bayern rächt sich für d ... http://t.co/dafBKDARZ4;neutral;2
494;Farid Bang TEUFELSKREIS OFFICIAL HQ VIDEO von positiv bewertet .;neutral;2
495;"C. F. von Weizsäcker sagte 1983  ( vor 25  Jahren ) , dass sein Buch , welches er als sein letztes "" grosses Werk "" ... http://t.co/fvF4bPFg2p";neutral;2
496;[ N - TV ] Repressionen gegen Bürgerrechtler : China nimmt bekannte Aktivisten fest http://t.co/4QyFaT0qV8;neutral;2
497;Guten Morgen allerseits ... :-* Mein WE war wundervoll und Eures ?;positive;1
498;RT @Raum16 : Perfektes Festivalwetter . Abflug ! #BerlinFestival starts now ! Bastille , Mia . , Get well soon , Pet Shop Boys , Blur . Was ein Lineu ...;positive;1
