;index;sentence;label;;;index;sentence;generated_label
274;274;elevated by it -- the kind of movie ;1;;275;275;usual worst ;0
275;275;usual worst ;0;;276;276;hugh grant , who has a good line in charm ;1
276;276;hugh grant , who has a good line in charm ;1;;277;277;arrive early and stay late ;1
277;277;arrive early and stay late ;1;;278;278;is a pan-american movie , with moments of genuine insight into the urban heart . ;1
278;278;is a pan-american movie , with moments of genuine insight into the urban heart . ;1;;279;279;i could have used my two hours better watching being john malkovich again . ;0
279;279;i could have used my two hours better watching being john malkovich again . ;0;;280;280;shot in artful , watery tones of blue , green and brown ;1
280;280;shot in artful , watery tones of blue , green and brown ;1;;281;281;an unorthodox little film noir organized crime story that includes one of the strangest ;1
281;281;an unorthodox little film noir organized crime story that includes one of the strangest ;1;;282;282;considerable aplomb ;1
282;282;considerable aplomb ;1;;283;283;acted by diane lane and richard gere . ;1
283;283;acted by diane lane and richard gere . ;1;;284;284;scant ;0
284;284;scant ;0;;285;285;an admittedly middling film ;0
285;285;an admittedly middling film ;1;;286;286;too ludicrous ;0
286;286;too ludicrous ;0;;287;287;the rock 's fighting skills are more in line with steven seagal ;0
287;287;the rock 's fighting skills are more in line with steven seagal ;1;;288;288;rich and full ;1
288;288;rich and full ;1;;289;289;warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ;1
289;289;warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ;1;;290;290;that uses a sensational , real-life 19th-century crime as a metaphor for ;0
290;290;that uses a sensational , real-life 19th-century crime as a metaphor for ;1;;291;291;, home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ;1
291;291;, home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ;1;;292;292;, the film retains ambiguities that make it well worth watching . ;1
292;292;, the film retains ambiguities that make it well worth watching . ;1;;293;293;ultra-cheesy dialogue ;0
293;293;ultra-cheesy dialogue ;0;;294;294;added depth and resonance ;1
294;294;added depth and resonance ;1;;295;295;the sensational ;1
295;295;the sensational ;1;;296;296;huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ;1
296;296;huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ;1;;297;297;handsome but unfulfilling suspense drama ;0
297;297;handsome but unfulfilling suspense drama ;0;;298;298;'s not very good either . ;0
298;298;'s not very good either . ;0;;299;299;in her most charmless ;0
299;299;in her most charmless ;0;;300;300;makes an unusual but pleasantly haunting debut behind the camera . ;1
300;300;makes an unusual but pleasantly haunting debut behind the camera . ;1;;301;301;a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . ;1
301;301;a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . ;1;;302;302;everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way . ;0
302;302;everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way . ;0;;303;303;the cast is spot on and ;1
303;303;the cast is spot on and ;1;;304;304;ugly digital video ;0
304;304;ugly digital video ;0;;305;305;can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ;1
305;305;can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ;1;;306;306;rather choppy ;0
306;306;rather choppy ;0;;307;307;becomes one more dumb high school comedy about sex gags and prom dates ;0
307;307;becomes one more dumb high school comedy about sex gags and prom dates ;0;;308;308;demands and receives excellent performances ;1
308;308;demands and receives excellent performances ;1;;309;309;xxx is a blast of adrenalin , ;1
309;309;xxx is a blast of adrenalin , ;1;;310;310;pure escapism ;1
310;310;pure escapism ;1;;311;311;create a film that 's not merely about kicking undead *** ;0
311;311;create a film that 's not merely about kicking undead *** ;1;;312;312;about love and culture ;1
312;312;about love and culture ;1;;313;313;is worse : ;0
313;313;is worse : ;0;;314;314;horrifying ;0
314;314;horrifying ;0;;315;315;mourns her tragedies in private ;0
315;315;mourns her tragedies in private ;0;;316;316;the action scenes are poorly delivered ;0
316;316;the action scenes are poorly delivered ;0;;317;317;it 's so bad ;0
317;317;it 's so bad ;0;;318;318;so bad ;0
318;318;so bad ;0;;319;319;, 84 minutes is short ;1
319;319;, 84 minutes is short ;1;;320;320;dabbles all around , never gaining much momentum ;0
320;320;dabbles all around , never gaining much momentum ;0;;321;321;a masterpiece ;1
321;321;a masterpiece ;1;;322;322;a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ;1
322;322;a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ;1;;323;323;does n't leave you with much . ;0
323;323;does n't leave you with much . ;0;;324;324;good acting ;1
324;324;good acting ;1;;325;325;like most of jaglom 's films , some of it is honestly affecting ;1
325;325;like most of jaglom 's films , some of it is honestly affecting ;1;;326;326;marivaux 's rhythms , and mira sorvino 's limitations as a classical actress ;0
326;326;marivaux 's rhythms , and mira sorvino 's limitations as a classical actress ;0;;327;327;is less successful on other levels ;0
327;327;is less successful on other levels ;0;;328;328;'s still quite worth seeing ;1
328;328;'s still quite worth seeing ;1;;329;329;intelligent and moving . ;1
329;329;intelligent and moving . ;1;;330;330;he appears miserable throughout as he swaggers through his scenes ;0
330;330;he appears miserable throughout as he swaggers through his scenes ;0;;331;331;men ;0
331;331;men ;1;;332;332;accomplish what few sequels can ;1
332;332;accomplish what few sequels can ;1;;333;333;a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ;0
333;333;a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ;0;;334;334;i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ;0
334;334;i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ;0;;335;335;exhilarating , funny and fun . ;1
335;335;exhilarating , funny and fun . ;1;;336;336;bound to appeal to women looking for a howlingly trashy time ;1
336;336;bound to appeal to women looking for a howlingly trashy time ;1;;337;337;, it never quite makes the grade as tawdry trash . ;0
337;337;, it never quite makes the grade as tawdry trash . ;0;;338;338;has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ;1
338;338;has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ;1;;339;339;endearing , caring ;1
339;339;endearing , caring ;1;;340;340;seagal , who looks more like danny aiello these days ;0
340;340;seagal , who looks more like danny aiello these days ;1;;341;341;enactments , however fascinating they may be as history , are too crude to serve the work especially well . ;0
341;341;enactments , however fascinating they may be as history , are too crude to serve the work especially well . ;0;;342;342;not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker ;1
342;342;not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker ;1;;343;343;the dehumanizing and ego-destroying process ;0
343;343;the dehumanizing and ego-destroying process ;0;;344;344;taboo subject matter ;0
344;344;taboo subject matter ;0;;345;345;see this ;0
345;345;see this ;1;;346;346;utterly incompetent conclusion ;0
346;346;utterly incompetent conclusion ;0;;347;347;has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... ;1
347;347;has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... ;1;;348;348;you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her ;1
348;348;you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her ;1;;349;349;run for cover ;0
349;349;run for cover ;0;;350;350;low budget ;0
350;350;low budget ;0;;351;351;a deceptively casual ode ;1
351;351;a deceptively casual ode ;1;;352;352;walked out muttering words like `` horrible '' and `` terrible , '' ;0
352;352;walked out muttering words like `` horrible '' and `` terrible , '' ;0;;353;353;help chicago make the transition from stage to screen with considerable appeal intact ;1
353;353;help chicago make the transition from stage to screen with considerable appeal intact ;1;;354;354;you have ellen pompeo sitting next to you for the ride ;1
354;354;you have ellen pompeo sitting next to you for the ride ;1;;355;355;a giant step backward ;0
355;355;a giant step backward ;0;;356;356;true fans ;1
356;356;true fans ;1;;357;357;just copies ;0
357;357;just copies ;0;;358;358;quite rich and exciting ;1
358;358;quite rich and exciting ;1;;359;359;luminous interviews and amazingly evocative film from three decades ago ;1
359;359;luminous interviews and amazingly evocative film from three decades ago ;1;;360;360;from lynch , jeunet , and von trier while failing to find a spark of its own ;0
360;360;from lynch , jeunet , and von trier while failing to find a spark of its own ;0;;361;361;, you ca n't help but get caught up in the thrill of the company 's astonishing growth . ;1
361;361;, you ca n't help but get caught up in the thrill of the company 's astonishing growth . ;1;;362;362;this frozen tundra soap opera ;0
362;362;this frozen tundra soap opera ;0;;363;363;a showdown ;0
363;363;a showdown ;1;;364;364;is simply too overdone ;0
364;364;is simply too overdone ;0;;365;365;greatly ;1
365;365;greatly ;1;;366;366;free ;1
366;366;free ;1;;367;367;intriguing species ;1
367;367;intriguing species ;1;;368;368;try and evade ;0
368;368;try and evade ;0;;369;369;scherfig , who has had a successful career in tv ;1
369;369;scherfig , who has had a successful career in tv ;1;;370;370;watching it leaves you giddy ;1
370;370;watching it leaves you giddy ;1;;371;371;beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ;1
371;371;beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ;1;;372;372;far tamer ;0
372;372;far tamer ;0;;373;373;outrageously creative action ;1
373;373;outrageously creative action ;1;;374;374;the most purely enjoyable and satisfying evenings ;1
374;374;the most purely enjoyable and satisfying evenings ;1;;375;375;is never any question of how things will turn out ;1
375;375;is never any question of how things will turn out ;0;;376;376;only open new wounds ;0
376;376;only open new wounds ;0;;377;377;despite suffering a sense-of-humour failure ;0
377;377;despite suffering a sense-of-humour failure ;0;;379;379;in addition to hoffman 's powerful acting clinic ;1
378;378;for a story ;1;;380;380;right stuff ;1
379;379;in addition to hoffman 's powerful acting clinic ;1;;381;381;the wonderful cinematography and naturalistic acting ;1
380;380;right stuff ;1;;382;382;high-concept films ;1
381;381;the wonderful cinematography and naturalistic acting ;1;;383;383;sleepwalk through vulgarities in a sequel you can refuse ;0
382;382;high-concept films ;1;;384;384;with no reason for being ;0
383;383;sleepwalk through vulgarities in a sequel you can refuse ;0;;385;385;just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ;0
384;384;with no reason for being ;0;;386;386;invigorating , surreal , and resonant ;1
385;385;just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ;0;;387;387;the chateau , a sense of light-heartedness , that makes it attractive throughout ;1
386;386;invigorating , surreal , and resonant ;1;;388;388;have a passion for the material ;1
387;387;the chateau , a sense of light-heartedness , that makes it attractive throughout ;1;;389;389;maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ;1
388;388;have a passion for the material ;1;;390;390;a movie that ca n't get sufficient distance from leroy 's ;0
389;389;maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ;1;;391;391;romanticized rendering ;1
390;390;a movie that ca n't get sufficient distance from leroy 's ;0;;392;392;is terrific as rachel ;1
391;391;romanticized rendering ;1;;393;393;of special effects that run the gamut from cheesy to cheesier to cheesiest ;0
392;392;is terrific as rachel ;1;;394;394;the worst film a man has made about women since valley of the dolls ;0
393;393;of special effects that run the gamut from cheesy to cheesier to cheesiest ;0;;395;395;come , already having been recycled more times than i 'd care to count ;0
394;394;the worst film a man has made about women since valley of the dolls ;0;;396;396;with awe ;1
395;395;come , already having been recycled more times than i 'd care to count ;0;;397;397;joyous romp of a film . ;1
396;396;with awe ;1;;398;398;a nonstop hoot ;1
397;397;joyous romp of a film . ;1;;399;399;, partisans and sabotage ;0
398;398;a nonstop hoot ;1;;400;400;gory as the scenes of torture and self-mutilation ;0
399;399;, partisans and sabotage ;0;;401;401;just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ;1
400;400;gory as the scenes of torture and self-mutilation ;0;;402;402;ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . ;1
401;401;just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ;1;;403;403;the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ;0
402;402;ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . ;1;;404;404;this obscenely bad dark comedy , so crass ;0
403;403;the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ;0;;405;405;naomi watts is terrific as rachel ;
404;404;this obscenely bad dark comedy , so crass ;0;;406;406;exciting and ;1
405;405;naomi watts is terrific as rachel ;;;407;407;schticky ;0
406;406;exciting and ;1;;408;408;and in the best way ;1
407;407;schticky ;0;;409;409;of our most flamboyant female comics ;1
408;408;and in the best way ;1;;410;410;squareness that would make it the darling of many a kids-and-family-oriented cable channel ;1
409;409;of our most flamboyant female comics ;1;;411;411;( less a movie than ) an appalling , odoriferous thing ... so ;0
410;410;squareness that would make it the darling of many a kids-and-family-oriented cable channel ;1;;412;412;this film special ;1
411;411;( less a movie than ) an appalling , odoriferous thing ... so ;0;;413;413;of the amazing spider-man ;1
412;412;this film special ;1;;414;414;the stomach-turning violence ;0
413;413;of the amazing spider-man ;1;;415;415;could use a little more humanity ;0
414;414;the stomach-turning violence ;0;;416;416;not everything ;0
415;415;could use a little more humanity ;0;;417;417;acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ;0
416;416;not everything ;0;;418;418;a slow-moving police-procedural thriller ;0
417;417;acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ;1;;419;419;a bad idea from frame one ;0
418;418;a slow-moving police-procedural thriller ;0;;420;420;terrific , sweaty-palmed fun ;1
419;419;a bad idea from frame one ;0;;421;421;very funny joke ;1
420;420;terrific , sweaty-palmed fun ;1;;422;422;volletta wallace 's maternal fury ;0
421;421;very funny joke ;1;;423;423;complex story ;0
422;422;volletta wallace 's maternal fury ;0;;424;424;atop wooden dialogue ;0
423;423;complex story ;1;;425;425;that it progresses in such a low-key manner that it risks monotony ;0
424;424;atop wooden dialogue ;0;;426;426;be burns 's strongest film since the brothers mcmullen ;1
425;425;that it progresses in such a low-key manner that it risks monotony ;0;;427;427;ca n't miss it ;1
426;426;be burns 's strongest film since the brothers mcmullen ;1;;428;428;dover kosashvili 's outstanding feature debut so potent ;1
427;427;ca n't miss it ;1;;429;429;of the best short story writing ;1
428;428;dover kosashvili 's outstanding feature debut so potent ;1;;430;430;it seeks excitement in manufactured high drama ;0
429;429;of the best short story writing ;1;;431;431;feeble comedy . ;0
430;430;it seeks excitement in manufactured high drama ;0;;432;432;an insult to every family ;0
431;431;feeble comedy . ;0;;433;433;it is essentially empty ;0
432;432;an insult to every family ;0;;434;434;of the film 's problems ;0
433;433;it is essentially empty ;0;;435;435;makes my big fat greek wedding look like an apartheid drama ;0
434;434;of the film 's problems ;0;;436;436;is not even half the interest . ;0
435;435;makes my big fat greek wedding look like an apartheid drama ;0;;437;437;never achieve the popularity of my big fat greek wedding ;0
436;436;is not even half the interest . ;0;;438;438;`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era ;1
437;437;never achieve the popularity of my big fat greek wedding ;0;;439;439;right now , they 're merely signposts marking the slow , lingering death of imagination . ;0
438;438;`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era ;1;;440;440;appealing character quirks to forgive that still serious problem ;0
439;439;right now , they 're merely signposts marking the slow , lingering death of imagination . ;0;;441;441;often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? ;0
440;440;appealing character quirks to forgive that still serious problem ;1;;442;442;the energy it takes to describe how bad it is ;0
441;441;often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? ;0;;443;443;wait to see it then . ;0
442;442;the energy it takes to describe how bad it is ;0;;444;444;could easily be called the best korean film of 2002 ;1
443;443;wait to see it then . ;0;;445;445;largest-ever historical canvas ;1
444;444;could easily be called the best korean film of 2002 ;1;;446;446;a solid cast , assured direction and complete lack of modern day irony . ;1
445;445;largest-ever historical canvas ;1;;447;447;comatose ballerinas ;0
446;446;a solid cast , assured direction and complete lack of modern day irony . ;1;;448;448;oh-so-important ;1
447;447;comatose ballerinas ;0;;449;449;of the road , where the thematic ironies are too obvious and the sexual politics too smug ;0
448;448;oh-so-important ;1;;450;450;formulaic equations ;0
449;449;of the road , where the thematic ironies are too obvious and the sexual politics too smug ;0;;451;451;'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived ;1
450;450;formulaic equations ;0;;452;452;deserve a passing grade ;1
451;451;'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived ;1;;453;453;you 're gon na like this movie . ;1
452;452;deserve a passing grade ;1;;454;454;simply stupid , irrelevant ;0
453;453;you 're gon na like this movie . ;1;;455;455;weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ;0
454;454;simply stupid , irrelevant ;0;;456;456;a heavy-handed indictment of parental failings and ;0
455;455;weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ;1;;457;457;felt performances across the board . ;1
456;456;a heavy-handed indictment of parental failings and ;0;;458;458;seem weird and distanced ;0
457;457;felt performances across the board . ;1;;459;459;has finally made a movie that is n't just offensive ;1
458;458;seem weird and distanced ;0;;460;460;casual and fun ;1
459;459;has finally made a movie that is n't just offensive ;1;;461;461;plodding mess ;0
460;460;casual and fun ;1;;462;462;the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . ;0
461;461;plodding mess ;0;;463;463;the film 's intimate camera work ;1
462;462;the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . ;0;;464;464;you 'll find yourself wishing that you and they were in another movie . ;0
463;463;the film 's intimate camera work ;1;;465;465;of dishonesty ;0
464;464;you 'll find yourself wishing that you and they were in another movie . ;0;;466;466;as bestial ;0
465;465;of dishonesty ;0;;467;467;as it is a loose collection of not-so-funny gags , scattered moments of lazy humor ;0
466;466;as bestial ;0;;468;468;, they prove more distressing than suspenseful . ;0
467;467;as it is a loose collection of not-so-funny gags , scattered moments of lazy humor ;0;;469;469;crackles ;0
468;468;, they prove more distressing than suspenseful . ;0;;470;470;a fairly revealing study of its two main characters ;1
469;469;crackles ;1;;471;471;high drama , disney-style ;1
470;470;a fairly revealing study of its two main characters ;1;;472;472;may be more genial than ingenious , but it gets the job done . ;1
471;471;high drama , disney-style ;1;;473;473;, good action , good acting , good dialogue , good pace , good cinematography . ;1
472;472;may be more genial than ingenious , but it gets the job done . ;1;;474;474;her bully of a husband ;0
473;473;, good action , good acting , good dialogue , good pace , good cinematography . ;1;;475;475;gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story . ;0
474;474;her bully of a husband ;0;;476;476;the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters ;0
475;475;gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story . ;0;;477;477;oozing , chilling and heart-warming ;1
476;476;the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters ;0;;478;478;stale retread ;0
477;477;oozing , chilling and heart-warming ;1;;479;479;filming the teeming life on the reefs ;1
478;478;stale retread ;0;;480;480;an already thin story boils down to surviving invaders seeking an existent anti-virus . ;0
479;479;filming the teeming life on the reefs ;1;;481;481;quite endearing . ;1
480;480;an already thin story boils down to surviving invaders seeking an existent anti-virus . ;0;;482;482;with fewer gags to break the tedium ;0
481;481;quite endearing . ;1;;483;483;overbearing and ;0
482;482;with fewer gags to break the tedium ;0;;484;484;deep deceptions ;0
483;483;overbearing and ;0;;485;485;things will turn out okay ;1
484;484;deep deceptions ;0;;486;486;the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural ;0
485;485;things will turn out okay ;1;;487;487;grand ;1
486;486;the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural ;1;;488;488;good-natured fun found in films like tremors ;1
487;487;grand ;1;;489;489;betters it ;1
488;488;good-natured fun found in films like tremors ;1;;490;490;transfixes the audience ;1
489;489;betters it ;1;;491;491;moving and important ;1
490;490;transfixes the audience ;1;;492;492;dope ;1
491;491;moving and important ;1;;493;493;an avid interest ;1
492;492;dope ;1;;494;494;blessed with two fine , nuanced lead performances ;1
493;493;an avid interest ;1;;495;495;true star ;1
494;494;blessed with two fine , nuanced lead performances ;1;;496;496;hampered -- no , paralyzed -- by a self-indulgent script ... ;0
495;495;true star ;1;;497;497;is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance . ;0
496;496;hampered -- no , paralyzed -- by a self-indulgent script ... ;0;;498;498;is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction ;1
497;497;is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance . ;0;;499;499;which nurses plot holes gaping enough to pilot an entire olympic swim team through ;0
498;498;is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction ;1;;500;500;that 's both charming and well acted ;1
499;499;which nurses plot holes gaping enough to pilot an entire olympic swim team through ;0;;501;501;a bad blend ;0
500;500;that 's both charming and well acted ;1;;502;502;the guy-in-a-dress genre ;0
501;501;a bad blend ;0;;503;503;director claude chabrol has become the master of innuendo . ;1
502;502;the guy-in-a-dress genre ;1;;504;504;riveting and ;1
503;503;director claude chabrol has become the master of innuendo . ;1;;505;505;excruciatingly unfunny and pitifully unromantic . ;0
504;504;riveting and ;1;;506;506;war movies ;0
505;505;excruciatingly unfunny and pitifully unromantic . ;0;;507;507;an inuit masterpiece ;1
506;506;war movies ;0;;508;508;oscar ;0
507;507;an inuit masterpiece ;1;;509;509;the cliché-laden screenplay ;0
508;508;oscar ;1;;510;510;girlfriends are bad , wives are worse ;0
509;509;the cliché-laden screenplay ;0;;511;511;provide much more insight ;1
510;510;girlfriends are bad , wives are worse ;0;;512;512;, and as easy to be bored by as your abc 's , ;0
511;511;provide much more insight ;1;;513;513;what you wish for ;1
512;512;, and as easy to be bored by as your abc 's , ;0;;514;514;fluid and mesmerizing ;1
513;513;what you wish for ;1;;515;515;... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ;1
514;514;fluid and mesmerizing ;1;;516;516;it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . ;1
515;515;... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ;1;;517;517;ransacks ;0
516;516;it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . ;1;;518;518;lacks the charisma and ability to carry the film on his admittedly broad shoulders . ;0
517;517;ransacks ;0;;519;519;book report ;0
518;518;lacks the charisma and ability to carry the film on his admittedly broad shoulders . ;0;;520;520;leave the theater ;0
519;519;book report ;0;;521;521;spousal abuse ;0
520;520;leave the theater ;0;;522;522;the director , with his fake backdrops and stately pacing , ;0
521;521;spousal abuse ;0;;523;523;a diverse and astonishingly articulate cast of palestinian and israeli children . ;1
522;522;the director , with his fake backdrops and stately pacing , ;0;;524;524;anyone who suffers through this film ;0
523;523;a diverse and astonishingly articulate cast of palestinian and israeli children . ;1;;525;525;one carried by a strong sense of humanism ;1
524;524;anyone who suffers through this film ;0;;526;526;for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ;0
525;525;one carried by a strong sense of humanism ;1;;527;527;another entertaining romp from robert rodriguez . ;1
526;526;for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ;0;;528;528;directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . ;1
527;527;another entertaining romp from robert rodriguez . ;1;;529;529;it 'll probably be in video stores by christmas ;1
528;528;directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . ;1;;530;530;funny , triumphant , ;1
529;529;it 'll probably be in video stores by christmas ;0;;531;531;underachiever ;0
530;530;funny , triumphant , ;1;;532;532;a film of ideas and wry comic mayhem ;1
531;531;underachiever ;0;;533;533;of moviegoers for real characters and compelling plots ;1
532;532;a film of ideas and wry comic mayhem ;1;;534;534;dime-store ruminations ;0
533;533;of moviegoers for real characters and compelling plots ;1;;535;535;worth a ;0
534;534;dime-store ruminations ;0;;536;536;, reality shows -- reality shows for god 's sake ! ;0
535;535;worth a ;1;;537;537;whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . ;0
536;536;, reality shows -- reality shows for god 's sake ! ;0;;538;538;'ll cry for your money back ;0
537;537;whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . ;0;;539;539;enthralling ;1
538;538;'ll cry for your money back ;0;;540;540;is worse : the part where nothing 's happening , or the part where something 's happening ;0
539;539;enthralling ;1;;541;541;like max rothman 's future , does not work . ;0
540;540;is worse : the part where nothing 's happening , or the part where something 's happening ;0;;542;542;of quirky characters and an engaging story ;1
541;541;like max rothman 's future , does not work . ;0;;543;543;has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and ;0
542;542;of quirky characters and an engaging story ;1;;544;544;making kahlo 's art a living , ;1
543;543;has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and ;0;;545;545;bad run ;0
544;544;making kahlo 's art a living , ;1;;546;546;may just end up trying to drown yourself in a lake afterwards . ;0
545;545;bad run ;0;;547;547;many pleasures ;1
546;546;may just end up trying to drown yourself in a lake afterwards . ;0;;548;548;is worth searching out ;1
547;547;many pleasures ;1;;549;549;at this time , with this cast , this movie is hopeless ;0
548;548;is worth searching out ;1;;550;550;time bombs ;0
549;549;at this time , with this cast , this movie is hopeless ;0;;551;551;balances both traditional or modern stories together in a manner that one never overwhelms the other . ;1
550;550;time bombs ;0;;552;552;the surface histrionics failing to compensate for the paper-thin characterizations and facile situations ;0
551;551;balances both traditional or modern stories together in a manner that one never overwhelms the other . ;1;;553;553;plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . ;0
552;552;the surface histrionics failing to compensate for the paper-thin characterizations and facile situations ;0;;554;554;a sour taste in one 's mouth ;0
553;553;plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . ;0;;555;555;decent performance ;1
554;554;a sour taste in one 's mouth ;0;;556;556;... familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . ;0
555;555;decent performance ;1;;557;557;a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . ;1
556;556;... familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . ;0;;558;558;responsible for one of the worst movies of one year ;0
557;557;a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . ;1;;559;559;appalling , shamelessly manipulative and contrived ;0
558;558;responsible for one of the worst movies of one year ;0;;560;560;movie love ;1
559;559;appalling , shamelessly manipulative and contrived ;0;;561;561;human darkness ;0
560;560;movie love ;1;;562;562;understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself ;0
561;561;human darkness ;0;;563;563;it 's too loud to shout insults at the screen ;0
562;562;understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself ;0;;564;564;'s a long way from orwell 's dark , intelligent warning cry ( 1984 ) ;0
